ID,Par_No,Trw,T5,T6,T7,Kr,Trp,Tw,Tw1,Tw2,Ks,T9,T10,T12,Kw,Kp,T1,T2,T13,T14,T3,T4,VSMAX,VSMIN,Note
890,890,0.020000,7.000000,7.000000,7.000000,0.283286,0.020000,0.820000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.280000,0.030000,1.000000,1.000000,0.300000,0.030000,0.100000,-0.100000,___5G6G
891,891,0.020000,6.500000,6.500000,6.500000,0.136000,0.020000,0.754000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,0.070000,0.010000,0.300000,0.030000,0.050000,-0.050000,__#1
892,892,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,1.474200,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.150000,0.020000,1.000000,1.000000,0.300000,0.030000,0.100000,-0.100000,___1G
893,893,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,1.229000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.190000,0.020000,1.000000,1.000000,0.200000,0.030000,0.100000,-0.100000,___2G
894,894,0.020000,8.000000,8.000000,8.000000,0.136400,0.020000,0.980000,8.000000,8.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___2#
895,895,0.020000,7.000000,7.000000,7.000000,0.257576,0.020000,0.618000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,__#1
896,896,0.020000,7.000000,7.000000,7.000000,0.258000,0.020000,0.618000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
897,897,0.020000,6.000000,6.000000,6.000000,0.404858,0.020000,0.390000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,1.000000,1.000000,0.300000,0.030000,0.050000,-0.050000,___1G
898,898,0.020000,6.000000,6.000000,6.000000,0.405000,0.020000,0.390000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,1.000000,1.000000,0.300000,0.030000,0.050000,-0.050000,____#2
899,899,0.020000,7.000000,7.000000,7.000000,0.150000,0.020000,0.270000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___1G
900,900,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.790000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.180000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___2G
901,901,0.010000,6.000000,6.000000,6.000000,0.150000,0.010000,0.700000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.250000,0.030000,0.100000,0.100000,0.240000,0.030000,0.050000,-0.050000,__#2
902,902,0.020000,6.500000,6.500000,6.500000,0.242700,0.020000,0.856000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,
903,903,0.020000,6.000000,6.000000,6.000000,0.257730,0.020000,0.817000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,7.000000,0.100000,0.020000,0.200000,0.020000,0.100000,0.100000,0.100000,-0.100000,___G1
904,904,0.020000,5.000000,5.000000,5.000000,0.266000,0.020000,0.735000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.130000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
905,905,0.020000,5.000000,5.000000,5.000000,0.177050,0.020000,1.000000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,0.200000,0.020000,0.100000,0.100000,0.050000,-0.050000,___G1
906,906,0.020000,5.000000,5.000000,5.000000,5.666700,0.020000,0.810000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.170000,0.020000,0.100000,0.100000,0.170000,0.020000,0.050000,-0.050000,____#3
907,907,0.020000,5.000000,5.000000,5.000000,5.667000,0.020000,0.810000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.160000,0.030000,0.200000,0.200000,0.160000,0.020000,0.050000,-0.050000,____#4
908,908,0.020000,5.000000,5.000000,5.000000,0.944440,0.020000,0.730000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.200000,0.030000,0.200000,0.200000,0.160000,0.020000,0.050000,-0.050000,24_25___
909,909,0.020000,5.000000,5.000000,5.000000,1.460000,0.020000,0.500000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.200000,0.030000,0.200000,0.200000,0.160000,0.020000,0.050000,-0.050000,___#1-2
910,910,0.020000,5.000000,5.000000,5.000000,0.136400,0.020000,0.850000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.160000,0.020000,0.010000,0.010000,0.200000,0.030000,0.100000,-0.100000,___5
911,911,0.020000,5.000000,5.000000,5.000000,0.136400,0.020000,0.850000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.180000,0.020000,0.100000,0.100000,0.220000,0.030000,0.100000,-0.100000,___5
912,912,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.520000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.150000,0.020000,0.100000,0.100000,0.180000,0.020000,0.050000,-0.050000,___G7
913,913,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.520000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.150000,0.020000,0.100000,0.100000,0.180000,0.020000,10.000000,-10.000000,___G7
914,914,0.010000,5.000000,5.000000,5.000000,1.499000,0.010000,0.669000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.130000,0.020000,0.100000,0.100000,0.130000,0.020000,0.050000,-0.050000,____#1
915,915,0.020000,6.000000,6.000000,6.000000,2.331500,0.020000,1.550000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.110000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,
916,916,0.020000,6.000000,6.000000,6.000000,2.331500,0.020000,1.550000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.110000,0.020000,0.100000,0.100000,0.250000,0.020000,0.050000,-0.050000,
917,917,0.020000,6.000000,6.000000,6.000000,2.330000,0.020000,0.970000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.110000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,
918,918,0.020000,5.000000,5.000000,5.000000,0.132143,0.020000,0.520000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.250000,0.030000,0.100000,-0.100000,___#1
919,919,0.020000,5.000000,5.000000,5.000000,0.132100,0.020000,0.520000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.250000,0.030000,0.050000,-0.050000,___2
920,920,0.010000,5.000000,5.000000,5.000000,0.132100,0.020000,0.520000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.150000,0.020000,0.180000,0.030000,0.100000,0.100000,0.100000,-0.100000,___3
921,921,0.020000,5.000000,5.000000,5.000000,0.132100,0.020000,0.520000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.250000,0.030000,0.100000,-0.100000,___#1
922,922,0.020000,5.000000,5.000000,5.000000,0.236100,0.020000,0.722000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.140000,0.020000,0.100000,0.100000,0.140000,0.020000,0.060000,-0.060000,
923,923,0.020000,5.000000,5.000000,5.000000,0.089286,0.020000,0.720000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.150000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,__#3
924,924,0.020000,5.000000,5.000000,5.000000,0.257700,0.020000,0.470000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.180000,0.020000,0.200000,0.030000,0.300000,0.300000,0.050000,-0.050000,___#1
925,925,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.800000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,__#6
926,926,0.020000,5.000000,5.000000,5.000000,2.741980,0.020000,0.581000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.500000,0.140000,0.020000,0.100000,0.100000,0.140000,0.020000,0.100000,-0.100000,___#2
927,927,0.020000,5.000000,5.000000,5.000000,2.741980,0.020000,0.581000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.140000,0.020000,1.000000,1.000000,0.140000,0.020000,0.050000,-0.050000,___1234
928,928,0.020000,5.000000,5.000000,5.000000,2.741980,0.020000,0.581000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.130000,0.020000,1.000000,1.000000,0.130000,0.020000,0.050000,-0.050000,___1234
929,929,0.020000,5.000000,5.000000,5.000000,2.741980,0.020000,0.581000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.130000,0.020000,1.000000,1.000000,0.130000,0.020000,0.050000,-0.050000,___1234
930,930,0.020000,5.000000,5.000000,5.000000,2.741980,0.020000,0.581000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.130000,0.020000,0.100000,0.100000,0.130000,0.020000,0.100000,-0.100000,___#6
931,931,0.020000,5.000000,5.000000,5.000000,2.741980,0.020000,0.581000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.130000,0.020000,1.000000,1.000000,0.130000,0.020000,0.100000,-0.100000,
932,932,0.020000,5.000000,5.000000,5.000000,2.147980,0.020000,0.581000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.130000,0.020000,1.000000,1.000000,0.130000,0.020000,0.100000,-0.100000,
933,933,0.020000,5.000000,5.000000,5.000000,1.800180,0.020000,0.760000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.170000,0.020000,0.100000,0.100000,0.170000,0.020000,0.050000,-0.050000,"___1,2,"
934,934,0.020000,5.000000,5.000000,5.000000,1.062500,0.020000,0.515000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.240000,0.025000,0.200000,0.021000,0.300000,0.300000,0.050000,-0.050000,____#1
935,935,0.010000,5.000000,5.000000,5.000000,0.795456,0.010000,0.699000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.220000,0.023000,0.100000,0.100000,0.210000,0.022000,0.050000,-0.050000,____G1
936,936,0.010000,5.000000,5.000000,5.000000,0.849600,0.010000,0.670000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.220000,0.023000,0.100000,0.100000,0.210000,0.022000,0.050000,-0.050000,____G1
937,937,0.010000,5.000000,5.000000,5.000000,0.849600,0.010000,0.699000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.170000,0.019000,0.100000,0.100000,0.200000,0.024000,0.050000,-0.050000,____G3
938,938,0.020000,5.000000,5.000000,5.000000,0.274200,0.020000,0.870000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.150000,0.020000,0.100000,0.100000,0.160000,0.020000,0.100000,-0.100000,___#1
939,939,0.020000,5.000000,5.000000,5.000000,0.870000,0.020000,0.242700,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.180000,0.040000,0.100000,0.100000,0.170000,0.030000,0.050000,-0.050000,___#1-2
940,940,0.020000,5.000000,5.000000,5.000000,1.720000,0.020000,0.520000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.150000,0.020000,0.100000,0.100000,0.140000,0.020000,0.050000,-0.050000,___#1-2
941,941,0.020000,5.000000,5.000000,5.000000,0.136400,0.020000,0.893000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.140000,0.020000,0.100000,0.100000,0.080000,0.010000,0.100000,-0.100000,____#3
942,942,0.020000,5.000000,5.000000,5.000000,0.136400,0.020000,0.920000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.130000,0.020000,0.100000,0.100000,0.120000,0.020000,0.100000,-0.100000,____#2
943,943,0.020000,5.000000,5.000000,5.000000,0.136400,0.020000,0.921000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.130000,0.020000,0.100000,0.100000,0.120000,0.020000,0.100000,-0.100000,___#2
944,944,0.010000,5.000000,5.000000,5.000000,1.545600,0.010000,0.830000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.190000,0.020000,0.100000,0.100000,0.150000,0.020000,0.050000,-0.050000,____#1
945,945,0.020000,5.000000,5.000000,5.000000,0.257700,0.020000,1.020000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.160000,0.010000,0.100000,0.100000,0.160000,0.010000,0.050000,-0.050000,___#1
946,946,0.020000,5.000000,5.000000,5.000000,0.257700,0.020000,1.020000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.150000,0.010000,0.100000,0.100000,0.150000,0.010000,0.100000,-0.100000,___#1
947,947,0.020000,6.000000,6.000000,6.000000,0.136364,0.020000,0.714000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___5
948,948,0.020000,5.000000,5.000000,5.000000,0.257600,0.020000,0.868000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.140000,0.020000,0.000000,0.000000,0.140000,0.020000,0.100000,-0.100000,"__#1,2"
949,949,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.740000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.180000,0.020000,0.100000,0.100000,0.160000,0.030000,0.050000,-0.050000,24_25___
950,950,0.020000,5.000000,5.000000,5.000000,0.824000,0.020000,0.566700,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.170000,0.020000,0.100000,0.100000,0.160000,0.020000,0.050000,-0.050000,___#1-2
951,951,0.020000,5.000000,5.000000,5.000000,0.565800,0.020000,0.520000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.130000,0.030000,0.100000,0.100000,0.130000,0.030000,0.050000,-0.050000,___#1
952,952,0.020000,5.000000,5.000000,5.000000,0.813008,0.020000,0.535000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.170000,0.020000,1.000000,1.000000,0.170000,0.020000,0.050000,-0.050000,___1234
953,953,0.020000,5.000000,5.000000,5.000000,0.813000,0.020000,0.535000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.120000,0.013000,0.170000,0.018000,0.300000,0.300000,0.050000,-0.050000,___#2
954,954,0.020000,5.000000,5.000000,5.000000,0.782473,0.020000,0.535000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.120000,0.013000,1.000000,1.000000,0.170000,0.018000,0.050000,-0.050000,___1234
955,955,0.020000,5.000000,5.000000,5.000000,0.242700,0.020000,0.870000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.180000,0.040000,0.100000,0.100000,0.170000,0.030000,0.050000,-0.050000,24_25___
956,956,0.020000,5.000000,5.000000,5.000000,0.630000,0.020000,0.470000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.160000,0.020000,0.180000,0.020000,0.300000,0.300000,0.030000,-0.030000,__#1
957,957,0.010000,5.000000,5.000000,5.000000,0.629628,0.010000,0.470000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.160000,0.020000,0.100000,0.100000,0.180000,0.020000,0.030000,-0.030000,__#1
958,958,0.010000,5.000000,5.000000,5.000000,0.629628,0.010000,0.470000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.190000,0.020000,0.190000,0.020000,0.300000,0.300000,0.030000,-0.030000,__#2
959,959,0.020000,5.000000,5.000000,5.000000,1.600000,0.020000,0.690000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.140000,0.030000,0.100000,0.100000,0.140000,0.030000,0.050000,-0.050000,
960,960,0.020000,5.000000,5.000000,5.000000,0.242700,0.020000,0.850000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.150000,0.010000,0.100000,0.100000,0.200000,0.010000,0.050000,-0.050000,24_25___
961,961,0.020000,5.000000,5.000000,5.000000,0.630000,0.020000,0.660000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.500000,0.130000,0.013000,0.130000,0.013000,0.300000,0.300000,0.050000,-0.050000,__#1
962,962,0.020000,5.000000,5.000000,5.000000,0.257700,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.170000,0.010000,1.000000,1.000000,0.300000,0.010000,0.050000,-0.050000,__#3
963,963,0.020000,5.000000,5.000000,5.000000,0.257700,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.170000,0.010000,1.000000,1.000000,0.300000,0.010000,0.050000,-0.050000,__#3
964,964,0.020000,5.000000,5.000000,5.000000,2.428599,0.020000,0.620000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.150000,0.020000,0.100000,0.100000,0.150000,0.020000,0.100000,-0.100000,
965,965,0.020000,5.000000,5.000000,5.000000,2.428599,0.020000,0.620000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.140000,0.020000,0.100000,0.100000,0.140000,0.020000,0.100000,-0.100000,____#2
966,966,0.020000,5.000000,5.000000,5.000000,0.257576,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,__#12
967,967,0.020000,2.000000,2.000000,2.000000,0.283300,0.020000,0.870000,2.000000,2.000000,1.000000,0.000000,0.100000,0.100000,1.000000,8.000000,0.150000,0.700000,0.500000,0.050000,0.250000,0.100000,0.050000,-0.050000,___#1
968,968,0.020000,2.000000,2.000000,2.000000,0.283300,0.020000,0.870000,2.000000,2.000000,1.000000,0.000000,0.100000,0.100000,1.000000,3.000000,0.200000,1.600000,0.600000,0.040000,0.700000,0.040000,0.050000,-0.050000,___#2
969,969,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.580000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,11.000000,0.070000,0.020000,0.100000,0.100000,0.500000,0.050000,0.100000,-0.100000,24_25___
970,970,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.900000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.600000,0.020000,0.300000,1.500000,1.800000,0.180000,0.050000,-0.050000,
971,971,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.895000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.200000,0.030000,0.300000,1.500000,1.300000,0.100000,0.050000,-0.050000,
972,972,0.020000,6.000000,6.000000,6.000000,0.257700,0.020000,0.822000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,15.000000,0.040000,0.070000,0.350000,0.010000,0.200000,0.150000,0.050000,-0.050000,__#7
973,973,0.020000,5.000000,5.000000,5.000000,0.236100,0.020000,0.898000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.130000,0.030000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,__#2
974,974,0.020000,5.000000,5.000000,5.000000,0.258000,0.020000,0.380000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.300000,0.030000,0.110000,0.020000,0.200000,0.030000,0.100000,-0.100000,__#3
975,975,0.020000,5.000000,5.000000,5.000000,0.136400,0.020000,0.830000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.300000,0.500000,0.500000,0.200000,0.300000,0.010000,0.100000,-0.100000,__#5
976,976,0.020000,5.000000,5.000000,5.000000,0.142857,0.020000,0.820000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.250000,0.040000,0.100000,0.100000,0.100000,0.010000,0.050000,-0.050000,___#7
977,977,0.020000,6.000000,6.000000,6.000000,0.629600,0.020000,0.593000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,9.000000,0.010000,0.050000,0.500000,0.010000,0.500000,0.300000,0.050000,-0.050000,","
978,978,0.020000,6.000000,6.000000,6.000000,0.629600,0.020000,0.593000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,10.000000,0.010000,0.050000,0.500000,0.010000,0.500000,0.300000,0.050000,-0.050000,","
979,979,0.020000,5.000000,5.000000,5.000000,2.000000,0.020000,1.063800,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.120000,0.020000,0.010000,0.010000,0.100000,0.010000,0.050000,-0.050000,__#2
