id,I_nd,J_nd
17191,14235,1615
17192,1615,14230
17193,1615,14232
17194,1615,24650
17195,14231,24651
17196,14231,24652
17197,14231,14238
17198,14233,24653
17199,14233,24654
17200,14233,14240
17201,14242,464
17202,14243,1616
17203,14245,1617
17204,24655,14244
17205,1617,24656
17206,1617,14248
17207,1617,14246
17208,36198,36199
17209,36200,36201
17210,36202,36203
17211,465,24657
17212,14257,1583
17213,14257,1584
17214,24658,14256
17215,13997,1583
17216,13997,1584
17217,24659,13996
17218,36204,36205
17219,24660,14252
17220,24661,14250
17221,14251,24662
17222,14251,24663
17223,24661,24664
17224,14253,24665
17225,14253,24666
17226,24660,24667
17227,1618,24668
17228,36206,36207
17229,14263,24669
17230,24670,14262
17231,14267,1619
17232,1619,14268
17233,1619,14270
17234,1619,24671
17235,14269,24672
17236,14269,24673
17237,14269,15181
17238,14271,24674
17239,14271,24675
17240,14271,15183
17241,14265,24676
17242,24677,14264
17243,14255,1606
17244,14255,1607
17245,24678,14254
17246,14273,1621
17247,14273,1620
17248,24679,14272
17249,14275,1621
17250,14275,1620
17251,24680,14274
17252,1621,14277
17253,1620,14277
17254,14276,24681
17255,1620,14279
17256,1621,14278
17257,1620,24682
17258,1621,24683
17259,1622,24684
17260,14258,1623
17261,14258,1624
17262,24685,14259
17263,14290,1623
17264,14290,1624
17265,24686,14291
17266,14319,1623
17267,14318,1624
17268,1624,24687
17269,1623,14293
17270,1624,14293
17271,14292,24688
17272,1623,14295
17273,1624,14295
17274,14294,24689
17275,1623,14297
17276,1624,14297
17277,14296,24690
17278,1623,14299
17279,1624,14299
17280,14298,24691
17281,1623,14301
17282,1624,14301
17283,14300,24692
17284,1623,14303
17285,1624,14303
17286,14302,24693
17287,1623,24694
17288,1626,24695
17289,1625,24696
17290,14317,1326
17291,14317,1325
17292,24697,14316
17293,14327,24698
17294,14325,24699
17295,1628,24700
17296,1628,14347
17297,14326,24701
17298,14324,24702
17299,1629,24703
17300,14332,1599
17301,14334,1599
17302,14338,1627
17303,14336,1627
17304,1599,24704
17305,1627,24705
17306,1599,14349
17307,1627,14348
17308,1627,14341
17309,1599,14339
17310,14351,1617
17311,24706,14350
17312,36208,36209
17313,36210,36211
17314,36212,36213
17315,36214,36215
17316,24707,14352
17317,24708,14354
17318,14355,1633
17319,1633,14356
17320,1633,14358
17321,1631,14360
17322,1632,14362
17323,1631,24709
17324,1632,24710
17325,14361,24711
17326,14361,24712
17327,14363,24713
17328,14363,24714
17329,1633,24715
17330,14365,1554
17331,24716,14364
17332,24717,14366
17333,24718,1634
17334,1634,24719
17335,1634,14368
17336,1634,14370
17337,14369,24720
17338,14369,24721
17339,14371,24722
17340,14371,24723
17341,14373,1595
17342,14373,1594
17343,24724,14372
17344,14381,1635
17345,14381,1636
17346,24725,14380
17347,14379,1635
17348,14379,1636
17349,24726,14378
17350,14377,1635
17351,14377,1636
17352,24727,14376
17353,14375,1635
17354,14375,1636
17355,24728,14374
17356,1635,14385
17357,1636,14384
17358,1635,14382
17359,1636,14382
17360,14383,24729
17361,1635,24730
17362,1636,24731
17363,14387,1638
17364,14387,1637
17365,24732,14386
17366,14389,1638
17367,14389,1637
17368,24733,14388
17369,1638,24734
17370,1637,24735
17371,1638,14399
17372,1637,14398
17373,14395,1401
17374,14395,1402
17375,24736,14394
17376,14397,1387
17377,14397,1388
17378,24737,14396
17379,1638,14390
17380,1637,14390
17381,14391,24738
17382,1638,14392
17383,1637,14392
17384,14393,24739
17385,24740,14400
17386,1639,24741
17387,14403,24742
17388,14403,24743
17389,14403,24744
17390,24745,14404
17391,14405,1308
17392,14405,1307
17393,14407,1643
17394,24746,14406
17395,1643,14408
17396,14409,24747
17397,1643,24748
17398,14417,1640
17399,24749,14416
17400,14415,1641
17401,24750,14414
17402,14419,1640
17403,24751,14418
17404,14421,1641
17405,1642,14420
17406,1641,14412
17407,14413,24752
17408,1641,24753
17409,1641,1640
17410,1640,14410
17411,14411,24754
17412,1640,24755
17413,1642,24754
17414,1642,1640
17415,1642,24752
17416,1645,24756
17417,1645,14423
17418,14425,1644
17419,24757,14424
17420,14427,1644
17421,24758,14426
17422,14429,1644
17423,24759,14428
17424,1644,24760
17425,1644,14430
17426,14431,24761
17427,1642,24751
17428,1642,24750
17429,1642,24749
17430,36216,36217
17431,14433,1646
17432,24762,14432
17433,1646,24763
17434,1646,14434
17435,1646,14436
17436,1646,14438
17437,24764,14440
17438,24765,14442
17439,24766,14444
17440,14441,24767
17441,14441,24768
17442,24769,24770
17443,14443,24771
17444,14443,24772
17445,24773,24774
17446,14445,24775
17447,14445,24776
17448,24777,24778
17449,14447,1647
17450,24779,14446
17451,1647,14448
17452,14449,24780
17453,1647,24781
17454,14455,24782
17455,14454,24783
17456,36218,36219
17457,36220,36221
17458,1649,13272
17459,14465,24784
17460,14458,1487
17461,24785,14457
17462,1649,24786
17463,1487,14459
17464,14460,24787
17465,1648,24788
17466,14467,1650
17467,24789,14466
17468,1650,14468
17469,14469,24790
17470,1651,24791
17471,1651,16450
17472,1650,24792
17473,14475,1652
17474,14475,1653
17475,24793,14474
17476,14477,1652
17477,14477,1653
17478,24794,14476
17479,14478,1652
17480,14479,1653
17481,36222,36223
17482,36224,36225
17483,36226,36227
17484,1652,24795
17485,1653,24796
17486,36228,36229
17487,36230,36231
17488,36232,36233
17489,36234,36235
17490,36236,36237
17491,36238,36239
17492,36240,36241
17493,36242,36243
17494,36244,36245
17495,36246,36247
17496,36248,36249
17497,36250,36251
17498,36252,36253
17499,36254,36255
17500,36256,36257
17501,14481,1652
17502,14481,1653
17503,24797,14480
17504,14483,1652
17505,14483,1653
17506,24798,14482
17507,14485,1652
17508,14485,1653
17509,24799,14484
17510,24800,14486
17511,14492,1655
17512,14492,1654
17513,24801,14491
17514,14514,1655
17515,14514,1654
17516,24802,14513
17517,14516,1655
17518,14516,1654
17519,24803,14515
17520,14493,1655
17521,14494,1654
17522,1654,24804
17523,1655,24805
17524,1655,14495
17525,1654,14495
17526,14496,24806
17527,1655,14497
17528,1654,14497
17529,14498,24807
17530,14500,1656
17531,24808,14499
17532,14502,1656
17533,24809,14501
17534,1656,24810
17535,1656,14503
17536,14506,1658
17537,14506,1657
17538,24811,14505
17539,14508,1658
17540,14508,1657
17541,24812,14507
17542,14510,1658
17543,14510,1657
17544,24813,14509
17545,14512,1658
17546,14512,1657
17547,24814,14511
17548,1658,14519
17549,1657,14519
17550,14520,24815
17551,1658,14521
17552,1657,14521
17553,14522,24816
17554,1658,14517
17555,1657,14518
17556,1658,24817
17557,1657,24818
17558,14524,1326
17559,14524,1325
17560,24819,14523
17561,14526,1326
17562,14526,1325
17563,24820,14525
17564,14528,1326
17565,14528,1325
17566,24821,14527
17567,36258,36259
17568,334,14531
17569,14532,24822
17570,14534,1659
17571,14534,1660
17572,24823,14533
17573,14536,1659
17574,14536,1660
17575,24824,14535
17576,1659,14539
17577,1660,14539
17578,14540,24825
17579,1659,14537
17580,1660,14537
17581,14538,24826
17582,1659,14542
17583,1660,14541
17584,1659,24827
17585,1660,24828
17586,1661,24829
17587,1662,24830
17588,14546,24831
17589,24832,24833
17590,14546,24834
17591,14543,24835
17592,1652,14547
17593,1653,14547
17594,14548,24836
17595,24837,24838
17596,24839,24837
17597,24840,24027
17598,14550,1326
17599,14550,1325
17600,24841,14549
17601,14552,1515
17602,14552,1516
17603,24842,14551
17604,14554,1663
17605,24843,14553
17606,1663,14555
17607,14556,24844
17608,1663,24845
17609,1664,24846
17610,14565,1665
17611,24847,14564
17612,14575,1665
17613,24848,14574
17614,1665,14568
17615,14569,24849
17616,1665,14566
17617,14567,24850
17618,1665,24851
17619,1666,24852
17620,1667,24853
17621,14571,24854
17622,14571,24855
17623,14571,24856
17624,14573,24857
17625,14573,24858
17626,14573,24859
17627,1666,14570
17628,1667,14572
17629,14577,1668
17630,24860,14576
17631,14587,1668
17632,24861,14586
17633,1668,14580
17634,14581,24862
17635,1668,14578
17636,14579,24863
17637,1668,24864
17638,1669,24865
17639,1670,24866
17640,14583,24867
17641,14583,24868
17642,14583,24869
17643,14585,24870
17644,14585,24871
17645,14585,24872
17646,1669,14582
17647,1670,14584
17648,24873,14588
17649,14589,24874
17650,1671,24875
17651,14583,24876
17652,14585,24877
17653,23643,14593
17654,24878,14595
17655,36260,36261
17656,14594,1673
17657,14596,1673
17658,36262,36263
17659,1673,14597
17660,1673,24879
17661,14600,1672
17662,1672,14601
17663,1672,14603
17664,1672,24880
17665,14602,24881
17666,14602,24882
17667,14602,24883
17668,14604,24884
17669,14604,24885
17670,14604,24886
17671,14606,1674
17672,14606,1675
17673,24887,14605
17674,14608,1674
17675,14608,1675
17676,24888,14607
17677,14610,1676
17678,14610,1675
17679,24889,14609
17680,14612,1676
17681,14612,1675
17682,24890,14611
17683,1674,14613
17684,1675,14613
17685,14614,24891
17686,1675,14615
17687,1676,14615
17688,14616,24892
17689,1674,24893
17690,1675,24894
17691,1675,14617
17692,1674,14618
17693,1674,14668
17694,1676,14669
17695,24895,14619
17696,14622,1677
17697,14622,1678
17698,24896,14621
17699,1677,14624
17700,1678,14623
17701,1677,14625
17702,1678,14625
17703,1677,14627
17704,1678,14627
17705,1677,14629
17706,1678,14629
17707,1677,14631
17708,1678,14631
17709,36264,36265
17710,14632,24897
17711,1680,14633
17712,1680,14635
17713,1679,14637
17714,1679,14639
17715,1680,24898
17716,1679,24899
17717,14634,24900
17718,14634,24901
17719,14634,24902
17720,14636,24903
17721,14636,24904
17722,14636,24905
17723,14638,24906
17724,14638,24907
17725,14638,24908
17726,14640,24909
17727,14640,24910
17728,14640,24911
17729,1681,24912
17730,1682,24913
17731,14647,24914
17732,14648,24915
17733,14648,24916
17734,14649,24917
17735,14649,24918
17736,14651,961
17737,24919,14650
17738,14653,24919
17739,962,14678
17740,14620,1677
17741,14620,1678
17742,24920,14641
17743,14642,24921
17744,1684,14666
17745,1685,14662
17746,1686,14664
17747,14655,1683
17748,24922,14654
17749,1683,14656
17750,1683,14658
17751,1683,14660
17752,1683,24923
17753,1684,24924
17754,1685,24925
17755,1686,24926
17756,24927,24928
17757,14667,24929
17758,24930,24931
17759,14663,24932
17760,24933,24934
17761,14665,24935
17762,14671,1687
17763,24936,14670
17764,36266,36267
17765,36268,36269
17766,1687,24937
17767,1687,14672
17768,14673,24938
17769,24939,1688
17770,1688,14674
17771,1688,14676
17772,1688,24940
17773,14675,24941
17774,14675,24942
17775,14677,24943
17776,14677,24944
17777,14679,24945
17778,24945,14652
17779,14681,1451
17780,24946,14680
17781,14683,1689
17782,24946,14682
17783,1689,14684
17784,14685,24947
17785,1689,14686
17786,14687,24948
17787,24949,1690
17788,1690,24950
17789,1691,24951
17790,1689,24952
17791,14688,24953
17792,14688,24954
17793,14689,24955
17794,14689,24956
17795,14690,24957
17796,14690,24958
17797,14693,1693
17798,14693,1692
17799,24959,14692
17800,14695,1693
17801,14695,1692
17802,24960,14694
17803,1693,14701
17804,1692,14700
17805,1693,14696
17806,1692,14696
17807,14697,24961
17808,1693,14698
17809,1692,14698
17810,14699,24962
17811,1693,24963
17812,1692,24964
17813,14702,24965
17814,1694,24966
17815,24967,24968
17816,1695,24969
17817,14705,24970
17818,14705,24971
17819,1696,24972
17820,14709,24973
17821,14713,1697
17822,24974,14712
17823,14715,1697
17824,24975,14714
17825,1697,14716
17826,1697,24976
17827,24977,1698
17828,1698,14718
17829,1698,14720
17830,1698,24978
17831,14719,24979
17832,14719,24980
17833,14721,24981
17834,14721,24982
17835,14719,24983
17836,14721,24984
17837,24985,14722
17838,24986,14724
17839,14723,1699
17840,14725,1699
17841,1699,14726
17842,1699,14728
17843,1699,24987
17844,24988,1700
17845,24989,1701
17846,1701,24990
17847,14731,24991
17848,14731,24992
17849,14731,24993
17850,14731,24994
17851,14730,24995
17852,14730,24996
17853,14730,24997
17854,14730,24998
17855,1700,24999
17856,24985,25000
17857,14735,1702
17858,14735,1703
17859,25001,14734
17860,14737,1702
17861,14737,1703
17862,25002,14736
17863,14739,1702
17864,14739,1703
17865,25003,14738
17866,14741,1702
17867,14741,1703
17868,25004,14740
17869,1702,14742
17870,1703,14742
17871,1702,14744
17872,1703,14744
17873,1702,14746
17874,1703,14746
17875,1702,14748
17876,1703,14748
17877,1702,25005
17878,25006,1703
17879,25007,14750
17880,25008,14752
17881,25009,14754
17882,25010,14756
17883,14751,25011
17884,14751,25012
17885,14751,25013
17886,14753,25014
17887,14753,25015
17888,14753,25016
17889,14755,25017
17890,14755,25018
17891,14755,25019
17892,14757,25020
17893,14757,25021
17894,14757,25022
17895,14759,1702
17896,14758,1703
17897,25007,25023
17898,25008,25024
17899,25009,25025
17900,25010,25026
17901,25027,14760
17902,14761,1704
17903,25028,14762
17904,14763,1704
17905,1704,25029
17906,14765,25030
17907,1704,14764
17908,14767,1705
17909,25031,14766
17910,1705,14768
17911,14769,25032
17912,1705,14770
17913,14771,25033
17914,1705,25034
17915,36270,36271
17916,25035,1706
17917,36272,36273
17918,14774,1707
17919,25032,14773
17920,1707,14775
17921,1707,14777
17922,25036,1707
17923,25037,14779
17924,25038,14781
17925,14780,25039
17926,14780,25040
17927,25037,25041
17928,14782,25042
17929,14782,25043
17930,25038,25044
17931,36274,36275
17932,36276,36277
17933,36278,36279
17934,36280,36281
17935,36282,36283
17936,36284,36285
17937,36286,36287
17938,36288,36289
17939,36290,36291
17940,36292,36293
17941,36294,36295
17942,36296,36297
17943,36298,36299
17944,25032,25045
17945,36300,36301
17946,703,25046
17947,1708,25047
17948,25048,14788
17949,25049,25048
17950,25050,25049
17951,14791,1709
17952,25051,14790
17953,1709,25052
17954,36302,36303
17955,36304,36305
17956,1709,14792
17957,14793,25053
17958,14795,1710
17959,1710,14796
17960,14824,1710
17961,25054,14823
17962,25054,25055
17963,25055,14798
17964,25055,25056
17965,1710,25057
17966,14807,1711
17967,14809,1712
17968,25058,1711
17969,1711,14800
17970,1711,14802
17971,1712,14804
17972,1712,25059
17973,14801,25060
17974,14801,25061
17975,14803,25062
17976,14803,25063
17977,14805,25064
17978,14811,430
17979,425,14812
17980,426,14812
17981,14813,25065
17982,14815,1713
17983,14817,1713
17984,14819,1713
17985,14821,1713
17986,25066,14822
17987,25067,14816
17988,25068,14820
17989,1713,25069
17990,1714,14825
17991,14826,25070
17992,25070,14827
17993,14828,25071
17994,25071,14829
17995,14830,1715
17996,25071,25072
17997,25073,25074
17998,1714,14831
17999,14832,25073
18000,25073,14833
18001,14834,25075
18002,25075,14835
18003,14836,25076
18004,25076,14837
18005,14838,1715
18006,25077,25075
18007,25076,25078
18008,1714,14839
18009,14840,25079
18010,25079,14841
18011,14842,25080
18012,25080,14843
18013,14844,1715
18014,25081,25082
18015,25082,25079
18016,25080,25083
18017,25084,25085
18018,14852,25086
18019,14852,25087
18020,14852,25088
18021,25089,25090
18022,14850,25091
18023,14850,25092
18024,14850,25093
18025,25094,25095
18026,14848,25096
18027,14848,25097
18028,14848,25098
18029,25099,25100
18030,14846,25101
18031,14846,25102
18032,14846,25103
18033,25099,14845
18034,25094,14847
18035,25089,14849
18036,25084,14851
18037,25104,25070
18038,25105,14853
18039,14854,1716
18040,1716,14855
18041,14856,25106
18042,1716,25107
18043,1717,25108
18044,14858,25109
18045,14858,25110
18046,25111,25105
18047,14858,25112
18048,25113,14860
18049,14861,1718
18050,1718,14862
18051,14863,25114
18052,1718,25115
18053,1718,14864
18054,14865,25116
18055,25117,1722
18056,1722,14868
18057,14869,25118
18058,14869,25119
18059,1722,25120
18060,25121,1719
18061,1719,25122
18062,1719,14866
18063,14867,25123
18064,14871,25124
18065,25125,14871
18066,25124,14872
18067,1720,25126
18068,14876,25127
18069,14876,25128
18070,14875,25129
18071,14875,25130
18072,1721,25131
18073,14872,25132
18074,14867,25133
18075,14878,25134
18076,25135,14877
18077,14880,25135
18078,430,14879
18079,25136,14881
18080,14882,1723
18081,1723,14883
18082,14884,25137
18083,1723,25138
18084,1724,25139
18085,14886,25140
18086,25141,1870
18087,14895,1870
18088,25142,14894
18089,25143,14892
18090,14893,25142
18091,25143,14896
18092,14897,25144
18093,14899,1870
18094,25142,25145
18095,25142,25146
18096,25144,25147
18097,25144,25148
18098,25149,14900
18099,25150,14902
18100,25151,14904
18101,25152,14906
18102,14901,25153
18103,14901,25154
18104,14901,25155
18105,14903,25156
18106,14903,25157
18107,14903,25158
18108,14905,25159
18109,14905,25160
18110,14905,25161
18111,14907,25162
18112,14907,25163
18113,14907,25164
18114,25149,25165
18115,25150,25166
18116,25151,25167
18117,25152,25168
18118,1879,14908
18119,14909,25169
18120,1725,14910
18121,1725,14912
18122,1725,25170
18123,14911,25171
18124,14911,25172
18125,14911,25173
18126,14911,25174
18127,14913,25175
18128,14913,25176
18129,14913,25177
18130,14913,25178
18131,25179,25143
18132,25180,14914
18133,14915,1388
18134,14915,1387
18135,25181,25182
18136,25183,25184
18137,25182,14916
18138,25184,14918
18139,14921,1343
18140,14921,1342
18141,25185,14920
18142,25186,14922
18143,1726,14926
18144,14923,1726
18145,14927,25187
18146,1726,14924
18147,14925,25188
18148,1726,25189
18149,25190,14928
18150,14929,1728
18151,25191,14930
18152,14931,1727
18153,1727,14932
18154,25192,25193
18155,14933,25192
18156,1727,14934
18157,14935,25194
18158,25194,25195
18159,1727,14936
18160,14937,25196
18161,1727,14938
18162,14939,25197
18163,1727,14940
18164,14941,25198
18165,1727,14942
18166,14943,25199
18167,1727,14944
18168,14945,25200
18169,1727,14946
18170,14947,25201
18171,1727,14962
18172,1728,14963
18173,1728,14948
18174,14949,25202
18175,1728,14950
18176,14951,25203
18177,1728,14952
18178,14953,25204
18179,1728,14954
18180,14955,25205
18181,1728,14956
18182,14957,25206
18183,1728,14958
18184,14959,25207
18185,25207,25208
18186,1728,14960
18187,14961,25209
18188,25209,25210
18189,25211,1727
18190,25212,1728
18191,36306,36307
18192,14965,986
18193,14966,25213
18194,1730,14967
18195,1729,14967
18196,14969,1729
18197,14968,1730
18198,14972,25214
18199,1730,14973
18200,1729,14973
18201,25215,14974
18202,14975,1730
18203,25216,14976
18204,14977,1730
18205,14977,1729
18206,1729,25217
18207,1730,25218
18208,1730,14978
18209,1731,14979
18210,1729,14970
18211,14980,25219
18212,1731,14981
18213,1729,14981
18214,25220,14982
18215,14983,1731
18216,14983,1729
18217,25221,14984
18218,14985,1729
18219,14985,1731
18220,1731,25222
18221,1731,14971
18222,14975,1729
18223,25223,14986
18224,14987,343
18225,14987,342
18226,1014,14988
18227,1013,14988
18228,14989,25224
18229,1014,14990
18230,1013,14990
18231,14991,25225
18232,598,14992
18233,597,14992
18234,14993,25226
18235,14995,1326
18236,14995,1325
18237,25227,14994
18238,14997,1307
18239,14997,1308
18240,25228,14996
18241,25229,14998
18242,14999,1732
18243,1732,15000
18244,15001,25230
18245,1732,25231
18246,25232,15002
18247,15003,1342
18248,15003,1343
18249,15005,1654
18250,15005,1655
18251,25233,15004
18252,803,15006
18253,804,15006
18254,15007,25234
18255,803,15008
18256,804,15008
18257,15009,25235
18258,803,15010
18259,804,15010
18260,15011,25236
18261,803,15012
18262,804,15012
18263,15013,25237
18264,25238,25239
18265,25239,25240
18266,25241,25242
18267,25243,25241
18268,25244,25245
18269,25245,25246
18270,25247,25248
18271,25248,25249
18272,25250,15014
18273,15015,1733
18274,1733,15016
18275,15017,25251
18276,1733,25252
18277,25253,1734
18278,25254,15027
18279,25255,15029
18280,25256,15031
18281,15022,25257
18282,15023,25258
18283,25144,14898
18284,15041,1735
18285,25259,15034
18286,15035,1735
18287,36308,36309
18288,36310,36311
18289,1735,15036
18290,1735,15038
18291,1735,25260
18292,1737,15042
18293,1737,15044
18294,1736,15046
18295,1736,25261
18296,1737,25262
18297,15047,25263
18298,15045,25264
18299,15047,25265
18300,15045,25266
18301,15043,25267
18302,15043,25268
18303,15043,25269
18304,15045,25270
18305,15047,25271
18306,13296,1493
18307,13296,1494
18308,25272,13295
18309,15053,25273
18310,25274,15048
18311,15049,1738
18312,1738,15054
18313,36312,36313
18314,1738,25275
18315,15057,25276
18316,15057,25277
18317,15058,25278
18318,15058,25279
18319,1739,25280
18320,15060,1740
18321,15060,1741
18322,25281,15059
18323,15062,1740
18324,15062,1741
18325,25282,15061
18326,15064,1740
18327,15064,1741
18328,25283,15063
18329,15066,1740
18330,15066,1741
18331,25284,15065
18332,1740,15068
18333,1741,15067
18334,1740,25285
18335,1741,25286
18336,1740,15069
18337,1741,15069
18338,15070,25287
18339,1740,15071
18340,1741,15071
18341,15072,25288
18342,25289,15089
18343,15090,25290
18344,25291,15075
18345,15076,1743
18346,15076,1742
18347,36314,36315
18348,36316,36317
18349,36318,36319
18350,15078,1743
18351,15078,1742
18352,25292,15077
18353,36320,36321
18354,36322,36323
18355,36324,36325
18356,36326,36327
18357,36328,36329
18358,36330,36331
18359,1742,25293
18360,1742,15079
18361,1743,15080
18362,15082,1743
18363,15082,1742
18364,25294,15081
18365,15084,1743
18366,15084,1742
18367,25295,15083
18368,15086,1743
18369,15086,1742
18370,25296,15085
18371,15088,1743
18372,15088,1742
18373,25297,15087
18374,1743,25298
18375,1744,15092
18376,1744,25299
18377,25300,15091
18378,1744,25301
18379,25302,15094
18380,15095,1747
18381,15095,1745
18382,25303,15096
18383,15097,1747
18384,15097,1745
18385,15099,1747
18386,15099,1745
18387,25304,15098
18388,25305,15100
18389,15101,1747
18390,15101,1745
18391,25306,15102
18392,15103,1745
18393,15103,1747
18394,25307,15104
18395,15105,1746
18396,15105,1745
18397,15107,1746
18398,15107,1745
18399,25308,15106
18400,1745,15110
18401,15111,1747
18402,1745,15112
18403,15113,1746
18404,1746,15108
18405,1747,15109
18406,1747,25309
18407,1746,25310
18408,1745,25311
18409,25312,2043
18410,2043,25313
18411,25313,15114
18412,25313,15116
18413,15117,25314
18414,15119,25314
18415,25315,15118
18416,25315,25316
18417,25315,25317
18418,25314,25318
18419,25314,25319
18420,25320,15120
18421,25321,15122
18422,25322,15124
18423,25323,15126
18424,15121,25324
18425,15121,25325
18426,15121,25326
18427,15123,25327
18428,15123,25328
18429,15123,25329
18430,15125,25330
18431,15125,25331
18432,15125,25332
18433,15127,25333
18434,15127,25334
18435,15127,25335
18436,25336,15128
18437,25323,25337
18438,25320,25338
18439,25321,25339
18440,25322,25340
18441,25341,25336
18442,25341,25342
18443,25342,1748
18444,1748,15130
18445,1748,15132
18446,1748,25343
18447,1749,25344
18448,15135,25345
18449,15135,25346
18450,1750,25347
18451,15137,25348
18452,15137,25349
18453,25350,15134
18454,25351,15136
18455,15115,25315
18456,15139,1567
18457,15139,1568
18458,25352,15138
18459,25353,15140
18460,15141,1751
18461,1751,15142
18462,15143,25354
18463,1751,15144
18464,15145,25355
18465,15147,25356
18466,1752,16197
18467,1751,25357
18468,25358,1752
18469,25359,15154
18470,15155,1753
18471,25360,15156
18472,15157,1753
18473,1753,25361
18474,1753,15158
18475,25362,1754
18476,1754,15160
18477,1754,15162
18478,1754,25363
18479,15161,25364
18480,15163,25365
18481,15161,25366
18482,15161,25367
18483,15163,25368
18484,15163,25369
18485,36332,36333
18486,36334,36335
18487,36336,36337
18488,36338,36339
18489,36340,36341
18490,36342,36343
18491,36344,36345
18492,36346,36347
18493,36348,36349
18494,36350,36351
18495,36352,36353
18496,36354,36355
18497,36356,36357
18498,36358,36359
18499,36360,36361
18500,36362,36363
18501,36364,36365
18502,36366,36367
18503,36368,36369
18504,36370,36371
18505,36372,36373
18506,36374,36375
18507,25370,15164
18508,15165,1647
18509,1647,15166
18510,15167,25371
18511,36376,36377
18512,36378,36379
18513,1755,25372
18514,1755,14456
18515,1008,15185
18516,1007,15185
18517,15186,25373
18518,579,15187
18519,15188,25374
18520,25374,15189
18521,15190,25375
18522,25375,15191
18523,15192,578
18524,19216,15193
18525,15194,578
18526,1756,25376
18527,1408,15195
18528,36380,36381
18529,36382,36383
18530,36384,36385
18531,36386,36387
18532,36388,36389
18533,36390,36391
18534,36392,36393
18535,36394,36395
18536,36396,36397
18537,36398,36399
18538,36400,36401
18539,36402,36403
18540,36404,36405
18541,36406,36407
18542,36408,36409
18543,36410,36411
18544,36412,36413
18545,36414,36415
18546,36416,36417
18547,36418,36419
18548,36420,36421
18549,36422,36423
18550,36424,36425
18551,36426,36427
18552,36428,36429
18553,36430,36431
18554,36432,36433
18555,36434,36435
18556,36436,36437
18557,36438,36439
18558,36440,36441
18559,36442,36443
18560,36444,36445
18561,36446,36447
18562,36448,36449
18563,36450,36451
18564,36452,36453
18565,1615,15203
18566,36454,36455
18567,15206,961
18568,962,15207
18569,15208,25377
18570,25377,15205
18571,1757,15209
18572,15210,25378
18573,25378,15211
18574,15212,25379
18575,25379,15213
18576,15214,1758
18577,1757,15215
18578,15216,25380
18579,25380,15217
18580,15218,25381
18581,25381,15219
18582,15220,1758
18583,1757,15221
18584,15222,25382
18585,25382,15223
18586,15224,25383
18587,25383,15225
18588,15226,1758
18589,25384,25385
18590,25386,25387
18591,1764,15227
18592,1759,15227
18593,15228,25388
18594,1764,15229
18595,1759,15229
18596,15230,25389
18597,15232,1764
18598,15232,1759
18599,25390,15231
18600,15234,1764
18601,15234,1759
18602,25391,15233
18603,15236,1764
18604,15236,1759
18605,25392,15235
18606,15238,1764
18607,15238,1759
18608,25393,15237
18609,15240,1764
18610,15240,1759
18611,25394,15239
18612,15242,1764
18613,15242,1759
18614,25395,15241
18615,15244,1764
18616,15244,1759
18617,25396,15243
18618,15246,1764
18619,15246,1759
18620,25397,15245
18621,15248,1760
18622,15248,1761
18623,25398,15247
18624,15250,1760
18625,15250,1761
18626,25399,15249
18627,15252,1760
18628,15252,1761
18629,25400,15251
18630,15254,1760
18631,15254,1761
18632,25401,15253
18633,15256,1760
18634,15256,1761
18635,25402,15255
18636,15258,1760
18637,15258,1761
18638,25403,15257
18639,1763,15268
18640,1763,15270
18641,1763,15272
18642,36456,36457
18643,15274,1763
18644,15276,1763
18645,15278,1763
18646,15280,1763
18647,15282,1762
18648,15283,1762
18649,15285,1762
18650,36458,36459
18651,1762,15287
18652,1762,15363
18653,1762,15289
18654,1762,15291
18655,1762,15294
18656,25404,15296
18657,25405,15295
18658,1764,15259
18659,1759,15260
18660,1764,25406
18661,1759,25407
18662,1760,25408
18663,1761,25409
18664,1759,15264
18665,1761,15263
18666,1763,25410
18667,1762,25411
18668,1761,15266
18669,1760,15265
18670,1760,15261
18671,1764,15262
18672,15298,1765
18673,15298,1766
18674,15300,1765
18675,15300,1766
18676,15302,1765
18677,15302,1766
18678,15304,1765
18679,15304,1766
18680,1765,15310
18681,1766,15309
18682,15306,25412
18683,15308,25413
18684,1765,25414
18685,1766,25415
18686,1766,15305
18687,1765,15305
18688,1766,15307
18689,1765,15307
18690,25416,15297
18691,25417,15299
18692,25418,15301
18693,25419,15303
18694,1763,15312
18695,1762,15314
18696,36460,36461
18697,25420,15317
18698,15318,1767
18699,1767,15319
18700,1767,25421
18701,15322,15327
18702,25422,1768
18703,15330,1770
18704,25423,15329
18705,1769,25424
18706,15334,25425
18707,36462,36463
18708,36464,36465
18709,25426,15337
18710,15338,1775
18711,1775,15339
18712,1775,15341
18713,1775,25427
18714,15352,1774
18715,25428,15351
18716,15354,1774
18717,25429,15353
18718,1774,25430
18719,15356,1774
18720,25431,15355
18721,1774,15349
18722,15350,25432
18723,25433,1773
18724,1772,15343
18725,1773,15345
18726,1773,15347
18727,1772,25434
18728,1773,25435
18729,25436,15357
18730,15358,25437
18731,25438,1771
18732,1771,25439
18733,15359,25440
18734,15359,25441
18735,15359,25442
18736,25443,25444
18737,25443,25445
18738,25443,25446
18739,36466,36467
18740,36468,36469
18741,36470,36471
18742,25447,25436
18743,1712,15361
18744,15362,25448
18745,36472,36473
18746,1763,15366
18747,25449,15373
