name,CN_I,CN_J,TxI,TxJ
四川.广都/#31ZLK充电模块等值变压器,42535,42536,21501,21502
四川.广都/#32ZLK充电模块等值变压器,42537,42538,21511,21512
四川.广都/#38ZLK充电模块等值变压器,42539,42540,21521,21522
四川.广都/#11TZLK充电模块等值变压器,42542,42541,21531,21532
四川.广都/#12TZLK充电模块等值变压器,42544,42543,21541,21542
四川.广都/#13TZLK充电模块等值变压器,42546,42545,21551,21552
四川.广都/#14TZLK充电模块等值变压器,42548,42547,21561,21562
四川.广都/#21TZLK充电模块等值变压器,42550,42549,21571,21572
四川.广都/#22TZLK充电模块等值变压器,42552,42551,21581,21582
四川.广都/#23TZLK充电模块等值变压器,42554,42553,21591,21592
四川.广都/#24TZLK充电模块等值变压器,42556,42555,21601,21602
四川.光大厂/1#变压器,26501,26502,21611,21612
四川.虎牙厂/1#变压器,16904,26509,21621,21622
四川.圣音寺/7#变压器,18290,27303,21631,21632
四川.黄茅埂风电场/1#变压器,26526,16913,21641,21642
四川.黄茅埂风电场/2#变压器,26527,16915,21651,21652
四川.旺能厂/1#变压器,16942,16944,21671,21672
四川.桃乡/11ZLK等值变压器,16981,2013,21711,21712
四川.桃乡/12ZLK等值变压器,16982,2013,21721,21722
四川.桃乡/18ZLK等值变压器,16983,2013,21731,21732
四川.桃乡/22ZLK等值变压器,16985,2014,21741,21742
四川.桃乡/21ZLK等值变压器,16986,2014,21751,21752
四川.桃乡/28ZLK等值变压器,16984,2014,21761,21762
四川.桃乡/31ZLK等值变压器,16987,2015,21771,21772
四川.桃乡/32ZLK等值变压器,16988,2015,21781,21782
四川.桃乡/36ZLK等值变压器,16989,2015,21791,21792
四川.桃乡/＃11TZLK充电模块等值变压器,2021,16994,21821,21822
四川.桃乡/＃12TZLK充电模块等值变压器,2021,16995,21831,21832
四川.桃乡/＃13TZLK充电模块等值变压器,2021,16996,21841,21842
四川.桃乡/＃14TZLK充电模块等值变压器,2021,16997,21851,21852
四川.桃乡/＃24TZLK充电模块等值变压器,2022,16998,21861,21862
四川.桃乡/＃21TZLK充电模块等值变压器,2022,16999,21871,21872
四川.桃乡/＃22TZLK充电模块等值变压器,2022,17000,21881,21882
四川.桃乡/＃23TZLK充电模块等值变压器,2022,17001,21891,21892
四川.达阿果厂/1#变压器,26564,26566,21901,21902
四川.达阿果厂/2#变压器,26574,26567,21911,21912
四川.马回厂/11#变压器,11077,22611,21921,21922
四川.若先光伏厂/1#变压器,26583,17034,21931,21932
四川.赞拉厂/1#变压器,17057,2031,21941,21942
四川.赞拉厂/2#变压器,17055,2032,21951,21952
四川.海峰/1#变压器,26605,27975,21961,21962
四川.海峰/2#变压器,26606,27974,21971,21972
四川.海峰/3#变压器,26607,27976,21981,21982
四川.海峰/4#变压器,26608,27977,21991,21992
四川.固滴厂/1#变压器,26626,26630,22001,22002
四川.固滴厂/2#变压器,26627,26631,22011,22012
四川.固滴厂/3#变压器,26628,26632,22021,22022
四川.子越光伏厂/1#变压器,26652,17146,22031,22032
四川.百灵/0#站用变,42560,42561,22051,22052
四川.百灵/2#站用变,26646,28014,22061,22062
四川.百灵/#11ZLK充电模块等值变压器,42568,42569,22091,22092
四川.百灵/#21ZLK充电模块等值变压器,42570,42571,22101,22102
四川.百灵/#31ZLK充电模块等值变压器,42572,42573,22111,22112
四川.百灵/#12ZLK充电模块等值变压器,42574,42575,22121,22122
四川.百灵/#16ZLK充电模块等值变压器,42576,42577,22131,22132
四川.百灵/#22ZLK充电模块等值变压器,42578,42579,22141,22142
四川.百灵/#26ZLK充电模块等值变压器,42580,42581,22151,22152
四川.百灵/#32ZLK充电模块等值变压器,42582,42583,22161,22162
四川.百灵/#36ZLK充电模块等值变压器,42584,42585,22171,22172
四川.百灵/#11TZLK充电模块等值变压器,42587,42586,22181,22182
四川.百灵/#12TZLK充电模块等值变压器,42589,42588,22191,22192
四川.百灵/#18TZLK充电模块等值变压器,42591,42590,22201,22202
四川.百灵/#21TZLK充电模块等值变压器,42593,42592,22211,22212
四川.百灵/#22TZLK充电模块等值变压器,42595,42594,22221,22222
四川.百灵/#28TZLK充电模块等值变压器,42597,42596,22231,22232
四川.南天/#11ZLK充电模块等值变压器,42604,42605,22261,22262
四川.南天/#12ZLK充电模块等值变压器,42606,42607,22271,22272
四川.南天/#16ZLK充电模块等值变压器,42608,42609,22281,22282
四川.南天/#21ZLK充电模块等值变压器,42610,42611,22291,22292
四川.南天/#22ZLK充电模块等值变压器,42612,42613,22301,22302
四川.南天/#26ZLK充电模块等值变压器,42614,42615,22311,22312
四川.南天/#31LK充电模块等值变压器,42616,42617,22321,22322
四川.南天/#32ZLK充电模块等值变压器,42618,42619,22331,22332
四川.南天/#36ZLK充电模块等值变压器,42620,42621,22341,22342
四川.南天/#11TZLK充电模块等值变压器,42623,42622,22351,22352
四川.南天/#12TZLK充电模块等值变压器,42625,42624,22361,22362
四川.南天/#13TZLK充电模块等值变压器,42627,42626,22371,22372
四川.南天/#14TZLK充电模块等值变压器,42629,42628,22381,22382
四川.南天/#21TZLK充电模块等值变压器,42631,42630,22391,22392
四川.南天/#22TZLK充电模块等值变压器,42633,42632,22401,22402
四川.南天/#23TZLK充电模块等值变压器,42635,42634,22411,22412
四川.南天/#24TZLK充电模块等值变压器,42637,42636,22421,22422
四川.贡唐岗光伏厂/#325SVG变压器,26671,28015,22451,22452
四川.贡唐岗光伏厂/2#变压器,26668,17184,22461,22462
四川.光大厂/2#变压器,26673,17195,22471,22472
四川.九源厂/2#变压器,17201,2050,22481,22482
四川.九源厂/1#变压器,17199,2051,22491,22492
四川.斯乡龙光伏厂/#2SVG变压器,26694,28016,22501,22502
四川.斯乡龙光伏厂/2#变压器,26692,17208,22511,22512
四川.正斗光伏厂/3#变压器,17213,17214,22521,22522
四川.正斗光伏厂/334#变压器,26705,28017,22531,22532
四川.正斗光伏厂/335#变压器,26706,28018,22541,22542
四川.补约光伏厂/1#变压器,26714,17244,22551,22552
四川.西里光伏厂/311#变压器,26720,28019,22561,22562
四川.西里光伏厂/1#变压器,17251,17250,22571,22572
四川.内江/#1MK1充电模块等值变压器,42644,42645,22601,22602
四川.内江/#1MK2充电模块等值变压器,42646,42647,22611,22612
四川.内江/#1MK6充电模块等值变压器,42648,42649,22621,22622
四川.内江/#2MK6充电模块等值变压器,42650,42651,22631,22632
四川.内江/#2MK1充电模块等值变压器,42652,42653,22641,22642
四川.内江/#2MK2充电模块等值变压器,42654,42655,22651,22652
四川.内江/#3MK2充电模块等值变压器,42656,42657,22661,22662
四川.内江/#3MK1充电模块等值变压器,42658,42659,22671,22672
四川.内江/#3MK6充电模块等值变压器,42660,42661,22681,22682
四川.内江/#11TZLK充电模块等值变压器,42663,42662,22691,22692
四川.内江/#12TZLK充电模块等值变压器,42665,42664,22701,22702
四川.内江/#19TZLK充电模块等值变压器,42667,42666,22711,22712
四川.内江/#29TZLK充电模块等值变压器,42669,42668,22721,22722
四川.内江/#21TZLK充电模块等值变压器,42671,42670,22731,22732
四川.内江/#22TZLK充电模块等值变压器,42673,42672,22741,22742
四川.玛瑙/#11ZLK充电模块等值变压器,42680,42681,22771,22772
四川.玛瑙/#12ZLK充电模块等值变压器,42682,42683,22781,22782
四川.玛瑙/#18ZLK充电模块等值变压器,42684,42685,22791,22792
四川.玛瑙/#21ZLK充电模块等值变压器,42686,42687,22801,22802
四川.玛瑙/#22ZLK充电模块等值变压器,42688,42689,22811,22812
四川.玛瑙/#27ZLK充电模块等值变压器,42690,42691,22821,22822
四川.玛瑙/#37ZLK充电模块等值变压器,42692,42693,22831,22832
四川.玛瑙/#31ZLK充电模块等值变压器,42694,42695,22841,22842
四川.玛瑙/#32ZLK充电模块等值变压器,42696,42697,22851,22852
四川.玛瑙/#11TZLK充电模块等值变压器,42699,42698,22861,22862
四川.玛瑙/#12TZLK充电模块等值变压器,42701,42700,22871,22872
四川.玛瑙/#15TZLK充电模块等值变压器,42703,42702,22881,22882
四川.玛瑙/#25TZLK充电模块等值变压器,42705,42704,22891,22892
四川.玛瑙/#21TZLK充电模块等值变压器,42707,42706,22901,22902
四川.玛瑙/#22TZLK充电模块等值变压器,42709,42708,22911,22912
四川.九龙/#11ZLK充电模块等值变压器,42716,42717,22941,22942
四川.九龙/#12ZLK充电模块等值变压器,42718,42719,22951,22952
四川.九龙/#16ZLK充电模块等值变压器,42720,42721,22961,22962
四川.九龙/#21ZLK充电模块等值变压器,42722,42723,22971,22972
四川.九龙/#22ZLK充电模块等值变压器,42724,42725,22981,22982
四川.九龙/#26ZLK充电模块等值变压器,42726,42727,22991,22992
四川.九龙/#36ZLK充电模块等值变压器,42728,42729,23001,23002
四川.九龙/#31ZLK充电模块等值变压器,42730,42731,23011,23012
四川.九龙/#32ZLK充电模块等值变压器,42732,42733,23021,23022
四川.九龙/#11TZLK充电模块等值变压器,42735,42734,23031,23032
四川.九龙/#12TZLK充电模块等值变压器,42737,42736,23041,23042
四川.九龙/#17TZLK充电模块等值变压器,42739,42738,23051,23052
四川.九龙/#27TZLK充电模块等值变压器,42741,42740,23071,23072
四川.九龙/#21TZLK充电模块等值变压器,42743,42742,23081,23082
四川.九龙/#22TZLK充电模块等值变压器,42745,42744,23091,23092
四川.月城/#11ZLK充电模块等值变压器,42752,42753,23121,23122
四川.月城/#12ZLK充电模块等值变压器,42754,42755,23131,23132
四川.月城/#16ZLK充电模块等值变压器,42756,42757,23141,23142
四川.月城/#26ZLK充电模块等值变压器,42758,42759,23151,23152
四川.月城/#22ZLK充电模块等值变压器,42760,42761,23161,23162
四川.月城/#21ZLK充电模块等值变压器,42762,42763,23171,23172
四川.月城/#31ZLK充电模块等值变压器,42764,42765,23181,23182
四川.月城/#32ZLK充电模块等值变压器,42766,42767,23191,23192
四川.月城/#36ZLK充电模块等值变压器,42768,42769,23201,23202
四川.月城/#11TZLK充电模块等值变压器,42771,42770,23211,23212
四川.月城/#12TZLK充电模块等值变压器,42773,42772,23221,23222
四川.月城/#18TZLK充电模块等值变压器,42775,42774,23231,23232
四川.月城/#21TZLK充电模块等值变压器,42777,42776,23241,23242
四川.月城/#22TZLK充电模块等值变压器,42779,42778,23251,23252
四川.月城/#28TZLK充电模块等值变压器,42781,42780,23261,23262
四川.金安光伏厂/#1401箱变,42932,42933,23771,23772
四川.金安光伏厂/#1402箱变,42934,42935,23781,23782
四川.金安光伏厂/#1403箱变,42936,42937,23791,23792
四川.金安光伏厂/#1404箱变,42938,42939,23801,23802
四川.金安光伏厂/#1405箱变,42940,42941,23811,23812
四川.金安光伏厂/#1406箱变,42942,42943,23821,23822
四川.金安光伏厂/#1407箱变,42944,42945,23831,23832
四川.金安光伏厂/#1408箱变,42946,42947,23841,23842
四川.金安光伏厂/#1410箱变,42948,42949,23851,23852
四川.金安光伏厂/#1411箱变,42950,42951,23861,23862
四川.金安光伏厂/#1412箱变,42952,42953,23871,23872
四川.金安光伏厂/#1413箱变,42954,42955,23881,23882
四川.金安光伏厂/#1414箱变,42956,42957,23891,23892
四川.金安光伏厂/#1415箱变,42958,42959,23901,23902
四川.金安光伏厂/#1416箱变,42960,42961,23911,23912
四川.金安光伏厂/#1417箱变,42962,42963,23921,23922
四川.金安光伏厂/#1418箱变,42964,42965,23931,23932
四川.金安光伏厂/#1419箱变,42966,42967,23941,23942
四川.金安光伏厂/#1420箱变,42968,42969,23951,23952
四川.金安光伏厂/#1409箱变,42970,42971,23961,23962
四川.马鸣风电厂/#1101箱变,42972,42973,23971,23972
四川.马鸣风电厂/#1102箱变,42974,42975,23981,23982
四川.马鸣风电厂/#1103箱变,42976,42977,23991,23992
四川.马鸣风电厂/#1104箱变,42978,42979,24001,24002
四川.马鸣风电厂/#1105箱变,42980,42981,24011,24012
四川.马鸣风电厂/#1106箱变,42982,42983,24021,24022
四川.马鸣风电厂/#1107箱变,42984,42985,24031,24032
四川.马鸣风电厂/#1108箱变,42986,42987,24041,24042
四川.马鸣风电厂/#1109箱变,42988,42989,24051,24052
四川.马鸣风电厂/#1110箱变,42990,42991,24061,24062
四川.马鸣风电厂/#1111箱变,42992,42993,24071,24072
四川.马鸣风电厂/#1112箱变,42994,42995,24081,24082
四川.马鸣风电厂/#1113箱变,42996,42997,24091,24092
四川.马鸣风电厂/#1114箱变,42998,42999,24101,24102
四川.马鸣风电厂/#1115箱变,43000,43001,24111,24112
四川.马鸣风电厂/#1116箱变,43002,43003,24121,24122
四川.马鸣风电厂/#1118箱变,43004,43005,24131,24132
四川.马鸣风电厂/#1117箱变,43006,43007,24141,24142
四川.太阳坡光伏厂/#1101箱变,43065,43066,24341,24342
四川.太阳坡光伏厂/#1102箱变,43067,43068,24351,24352
四川.太阳坡光伏厂/#1103箱变,43069,43070,24361,24362
四川.太阳坡光伏厂/#1105箱变,43071,43072,24371,24372
四川.太阳坡光伏厂/#1104箱变,43073,43074,24381,24382
四川.太阳坡光伏厂/#1106箱变,43077,43078,24391,24392
四川.太阳坡光伏厂/#1108箱变,43079,43080,24401,24402
四川.太阳坡光伏厂/#1107箱变,43081,43082,24411,24412
四川.太阳坡光伏厂/#1201箱变,43083,43084,24421,24422
四川.太阳坡光伏厂/#1202箱变,43085,43086,24431,24432
四川.太阳坡光伏厂/#1203箱变,43087,43088,24441,24442
四川.太阳坡光伏厂/#1204箱变,43089,43090,24451,24452
四川.太阳坡光伏厂/#1205箱变,43091,43092,24461,24462
四川.太阳坡光伏厂/#1206箱变,43093,43094,24471,24472
四川.太阳坡光伏厂/#1208箱变,43095,43096,24481,24482
四川.太阳坡光伏厂/#1207箱变,43097,43098,24491,24492
四川.太阳坡光伏厂/#1301箱变,43099,43100,24501,24502
四川.太阳坡光伏厂/#1302箱变,43101,43102,24511,24512
四川.太阳坡光伏厂/#1303箱变,43103,43104,24521,24522
四川.太阳坡光伏厂/#1304箱变,43105,43106,24531,24532
四川.太阳坡光伏厂/#1305箱变,43107,43108,24541,24542
四川.太阳坡光伏厂/#1307箱变,43109,43110,24551,24552
四川.太阳坡光伏厂/#1308箱变,43111,43112,24561,24562
四川.太阳坡光伏厂/#1309箱变,43113,43114,24571,24572
四川.太阳坡光伏厂/#1306箱变,43115,43116,24581,24582
四川.特里木光伏厂/#3201箱变,43117,43118,24591,24592
四川.特里木光伏厂/#3202箱变,43119,43120,24601,24602
四川.特里木光伏厂/#3203箱变,43121,43122,24611,24612
四川.特里木光伏厂/#3204箱变,43123,43124,24621,24622
四川.特里木光伏厂/#3205箱变,43125,43126,24631,24632
四川.特里木光伏厂/#3206箱变,43127,43128,24641,24642
四川.特里木光伏厂/#3207箱变,43129,43130,24651,24652
四川.特里木光伏厂/#3208箱变,43131,43132,24661,24662
四川.特里木光伏厂/#3209箱变,43133,43134,24671,24672
四川.特里木光伏厂/#3210箱变,43135,43136,24681,24682
四川.特里木光伏厂/#3211箱变,43137,43138,24691,24692
四川.特里木光伏厂/#3212箱变,43139,43140,24701,24702
四川.特里木光伏厂/#3213箱变,43141,43142,24711,24712
四川.马宗风电厂/#1201箱变,43203,43204,24921,24922
四川.马宗风电厂/#1202箱变,43205,43206,24931,24932
四川.马宗风电厂/#1203箱变,43207,43208,24941,24942
四川.马宗风电厂/#1204箱变,43209,43210,24951,24952
四川.马宗风电厂/#1205箱变,43211,43212,24961,24962
四川.马宗风电厂/#1206箱变,43213,43214,24971,24972
四川.马宗风电厂/#1207箱变,43215,43216,24981,24982
四川.马宗风电厂/#1208箱变,43217,43218,24991,24992
四川.马宗风电厂/#1209箱变,43219,43220,25001,25002
四川.马宗风电厂/#1210箱变,43221,43222,25011,25012
四川.马宗风电厂/#1211箱变,43223,43224,25021,25022
四川.马宗风电厂/#1212箱变,43225,43226,25031,25032
四川.马宗风电厂/#1301箱变,43227,43228,25041,25042
四川.马宗风电厂/#1302箱变,43229,43230,25051,25052
四川.马宗风电厂/#1303箱变,43231,43232,25061,25062
四川.马宗风电厂/#1304箱变,43233,43234,25071,25072
四川.马宗风电厂/#1305箱变,43235,43236,25081,25082
四川.马宗风电厂/#1306箱变,43237,43238,25091,25092
四川.马宗风电厂/#1307箱变,43239,43240,25101,25102
四川.马宗风电厂/#1308箱变,43241,43242,25111,25112
四川.马宗风电厂/#1309箱变,43243,43244,25121,25122
四川.马宗风电厂/#1311箱变,43245,43246,25131,25132
四川.马宗风电厂/#1310箱变,43247,43248,25141,25142
四川.马宗风电厂/#1401箱变,43249,43250,25151,25152
四川.马宗风电厂/#1402箱变,43251,43252,25161,25162
四川.马宗风电厂/#1403箱变,43253,43254,25171,25172
四川.马宗风电厂/#1404箱变,43255,43256,25181,25182
四川.马宗风电厂/#1405箱变,43257,43258,25191,25192
四川.马宗风电厂/#1406箱变,43259,43260,25201,25202
四川.马宗风电厂/#1407箱变,43261,43262,25211,25212
四川.马宗风电厂/#1408箱变,43263,43264,25221,25222
四川.马宗风电厂/#1409箱变,43265,43266,25231,25232
四川.马宗风电厂/#2201箱变,43267,43268,25241,25242
四川.马宗风电厂/#2202箱变,43269,43270,25251,25252
四川.马宗风电厂/#2203箱变,43271,43272,25261,25262
四川.马宗风电厂/#2204箱变,43273,43274,25271,25272
四川.马宗风电厂/#2205箱变,43275,43276,25281,25282
四川.马宗风电厂/#2206箱变,43277,43278,25291,25292
四川.马宗风电厂/#2207箱变,43279,43280,25301,25302
四川.马宗风电厂/#2208箱变,43281,43282,25311,25312
四川.马宗风电厂/#2209箱变,43283,43284,25321,25322
四川.马宗风电厂/#2301箱变,43285,43286,25331,25332
四川.马宗风电厂/#2302箱变,43287,43288,25341,25342
四川.马宗风电厂/#2303箱变,43289,43290,25351,25352
